Column1,Column2,Column3,Column4,部位,症狀
 眼壓太高怎麼辦？教你自我檢測及按對 5 個穴道降壓又明目,https://heho.com.tw/archives/19138,https://heho.com.tw/wp-content/uploads/2018/08/眼壓太高怎麼辦？按對穴道降壓又明目-01.png,"['眼', '明目']","臉部,眼睛",養生
 擁有好腸胃，保健腸胃必學 5 穴位,https://heho.com.tw/archives/71830,https://heho.com.tw/wp-content/uploads/2020/03/78bed909bd676b9d6b33d592d6c2c52a.png,"['腸胃', '保健腸胃']","胃,腸",養生
 改善火燒心！養胃４大穴道提升胃健康,https://heho.com.tw/archives/224095,https://heho.com.tw/wp-content/uploads/2022/06/1654680323.7933.png,"['火燒心', '養胃', '胃']",胃,養生
 養肺顧氣管，預防感冒就按４穴道！,https://heho.com.tw/archives/49819,https://heho.com.tw/wp-content/uploads/2019/05/養肺顧氣管，預防感冒就按四穴道！.png,"['養肺', '氣管', '預防', '感冒']",肺,養生
 保養呼吸道！6個穴道清肺又排毒,https://heho.com.tw/archives/60379,https://heho.com.tw/wp-content/uploads/2019/11/保養呼吸道！6個穴道清肺又排毒.png,"['保養', '呼吸道', '清肺', '排毒']",呼吸道,養生
 秋季易傷呼吸道，3穴道滋陰防秋燥,https://heho.com.tw/archives/139782,https://heho.com.tw/wp-content/uploads/2020/09/79d57d874ecfb6659d74dde0740e3818.png,"['秋季', '呼吸道', '防秋燥']",呼吸道,養生
 喉嚨癢癢快感冒，按 4 穴道保養呼吸道,https://heho.com.tw/archives/58191,https://heho.com.tw/wp-content/uploads/2019/10/20191016-喉嚨癢癢快感冒，按4穴道保養呼吸道.png,"['喉嚨', '感冒', '保養', '呼吸道']",呼吸道,養生
 氣虛讓人易累又嗜睡，5大補氣穴位補出好元氣！,https://heho.com.tw/archives/57073,https://heho.com.tw/wp-content/uploads/2019/09/氣虛讓人易累又嗜睡，5大補氣穴位補出好元氣！.png,"['氣虛', '易累', '嗜睡', '補氣']",身心,養生
 按對穴道紓壓保健康，上班族必備6穴道,https://heho.com.tw/archives/18156,https://heho.com.tw/wp-content/uploads/2018/07/上班族必備6種實用穴道-，舒壓保健康-01.png,"['紓壓', '保健康']",身心,養生
 紓壓降火氣！4穴道安定心神、養好心情,https://heho.com.tw/archives/198222,https://heho.com.tw/wp-content/uploads/2021/12/1638778911.6578.png,"['紓壓', '降火氣', '安定心神', '養好心情']",身心,養生
 春天是養肝好時機！用 2 方法、壓 2 穴道為整年健康打根基,https://heho.com.tw/archives/262457,https://heho.com.tw/wp-content/uploads/2023/02/1676214532.3136.jpg,"['春天', '養肝']",肝,養生
 養氣血、解肝氣，春天養肝就按這4穴道！,https://heho.com.tw/archives/43710,https://heho.com.tw/wp-content/uploads/2019/03/養肝穴道-01.png,"['養氣血', '肝氣', '春天', '養肝']",肝,養生
 冬至補陽好時機，按５穴道陽氣充足不生病,https://heho.com.tw/archives/152947,https://heho.com.tw/wp-content/uploads/2020/12/1608102573.4604.png,['冬至'],全身,養生
 4 種身體的「虛」，按摩對應穴道來保養！,https://heho.com.tw/archives/86230,https://heho.com.tw/wp-content/uploads/2020/06/c40a51550ce5957e30b1d350260e96bb.png,"['身體', '保養']",全身,養生
 常按神奇 2 穴道，讓孩子長高、變聰明！,https://heho.com.tw/archives/136091,https://heho.com.tw/wp-content/uploads/2020/09/9095aeacfcec57bc0991ec5f1dfec2cd.png,"['長高', '變聰明']",全身,養生
 按壓手掌６穴位，輕鬆保養五臟六腑,https://heho.com.tw/archives/37152,https://heho.com.tw/wp-content/uploads/2019/01/五臟六腑_手掌-01.png,['保養'],全身,養生
 夏天濕熱易上火？揉按4穴道祛濕除熱好養身,https://heho.com.tw/archives/49020,https://heho.com.tw/wp-content/uploads/2019/05/夏天濕熱易上火？揉按4穴道祛濕除熱養好身_01.png,"['夏天', '濕', '熱', '易上火', '祛濕', '除熱', '養身']",全身,養生
 常按６穴道，助舒壓、解身體大小困擾,https://heho.com.tw/archives/168060,https://heho.com.tw/wp-content/uploads/2021/04/1617949389.5712.png,"['舒壓', '身體']",全身,養生
 ５大穴道擊退虛寒、水腫體質,https://heho.com.tw/archives/157822,https://heho.com.tw/wp-content/uploads/2021/01/1610526263.6923.png,"['虛寒', '水腫']",全身,養生
 穀雨時節養生秘訣，５穴道去濕邪又助眠,https://heho.com.tw/archives/79088,https://heho.com.tw/wp-content/uploads/2020/04/9645816af1333a2684c05fbf177cefe0.png,"['穀雨', '養生', '去濕邪', '助眠']",全身,養生
 養生必備！6個補氣強身的特效穴位,https://heho.com.tw/archives/59263,https://heho.com.tw/wp-content/uploads/2019/11/養生必備！6個補氣強身的特效穴位.png,"['養生', '補氣', '強身']",全身,養生
 越按越健康！必收藏的６個養生穴道,https://heho.com.tw/archives/166568,https://heho.com.tw/wp-content/uploads/2021/03/1616569363.0597.png,['養生'],全身,養生
 按穴道也能顧牙齒！按摩 5 穴道讓牙齒更健康,https://heho.com.tw/archives/165074,https://heho.com.tw/wp-content/uploads/2021/03/1615363076.3303.png,"['牙齒', '牙齒']",牙齒,養生
 保養心血管，按 3 穴道防三高,https://heho.com.tw/archives/143707,https://heho.com.tw/wp-content/uploads/2020/10/542668e942fdbe342ef15c3fcecf30c9.png,"['保養心血管', '防三高']",心,養生
 補氣又養心，4 穴道保養心血管,https://heho.com.tw/archives/208047,https://heho.com.tw/wp-content/uploads/2022/02/1645690619.6939.png,"['補氣', '養心', '保養心血管']",心,養生
 4穴道養心通氣，越按心臟越健康,https://heho.com.tw/archives/55582,https://heho.com.tw/wp-content/uploads/2019/08/4穴道養心通氣，越按心臟越健康.png,"['養心', '通氣', '心臟']",心,養生
 ５個神奇穴位，除體濕、調節內分泌！,https://heho.com.tw/archives/53962,https://heho.com.tw/wp-content/uploads/2019/07/5個神奇穴位，除體濕、調節內分泌_1.png,"['體濕', '內分泌']",內分泌,養生
 居家辦公 / 按摩手也能活化大腦！手部４穴道打開活腦開關，讓大腦不當機,https://heho.com.tw/archives/94042,https://heho.com.tw/wp-content/uploads/2020/07/2fb3027bdac8992a25c494f561dfe393.png,"['手', '活化大腦']",大腦,養生
 穴位不再只在腳底啦！！！腳背也可以,https://heho.com.tw/archives/2716,https://heho.com.tw/wp-content/uploads/2017/11/腳背穴道-03.png,"['腳', '腳背']",下肢,養生
 告別手腳麻木！５個超有效穴位大公開,https://heho.com.tw/archives/22330,https://heho.com.tw/wp-content/uploads/2018/09/老人手腳麻木穴道-01.jpg,"['手', '腳麻']","上肢,下肢",養生
 手腳冰冷怎麼辦？４穴道袪寒保暖通氣血,https://heho.com.tw/archives/151663,https://heho.com.tw/wp-content/uploads/2020/12/1607586481.7129.png,"['手腳冰冷', '袪寒', '保暖', '通氣血']","上肢,下肢",養生
 每天按4大穴道3分鐘，糖尿病就有改善!,https://heho.com.tw/archives/9177,https://heho.com.tw/wp-content/uploads/2018/03/改善糖尿病有4大金剛穴-01.png,['糖尿病'],,糖尿病
 中醫看蕁麻疹「３觀念２穴道」舒緩止癢！,https://heho.com.tw/archives/244932,https://heho.com.tw/wp-content/uploads/2022/10/1665471060.4892.png,"['蕁麻疹', '止癢']",,蕁麻疹
 宿醉頭痛想吐？ 4穴道快速緩解宿醉不適,https://heho.com.tw/archives/161900,https://heho.com.tw/wp-content/uploads/2021/02/1612843626.2971.png,"['宿醉', '頭痛', '吐', '宿醉']",頭部,頭痛
 輕敲６穴位通氣血，擊退偏頭痛！,https://heho.com.tw/archives/41847,https://heho.com.tw/wp-content/uploads/2019/03/偏頭痛穴道-01.png,"['通氣血', '偏頭痛']",頭部,頭痛
 過敏性頭痛好不舒服！３個穴位舒緩疼痛,https://heho.com.tw/archives/238140,https://heho.com.tw/wp-content/uploads/2022/08/1661914064.5081.png,['過敏性頭痛'],頭部,頭痛
 冷氣使人頭痛不出汗，３穴道改善冷氣病,https://heho.com.tw/archives/176066,https://heho.com.tw/wp-content/uploads/2021/05/1622192455.4849.png,"['頭痛', '冷氣病']",頭部,頭痛
 對症解頭痛，3種頭痛按穴道速舒緩,https://heho.com.tw/archives/154248,https://heho.com.tw/wp-content/uploads/2021/01/1608708392.9601.png,"['頭痛', '頭痛']",頭部,頭痛
 變天就頭痛，按摩 4 穴道擊退天氣痛！,https://heho.com.tw/archives/58485,https://heho.com.tw/wp-content/uploads/2019/10/變天就頭痛，按摩4穴道擊退天氣痛！.png,['頭痛'],頭部,頭痛
 眩暈、頭暈好難受？巧按4穴道緩解兼保養,https://heho.com.tw/archives/85558,https://heho.com.tw/wp-content/uploads/2020/05/337bbd1b9d50e0403b3dee8283d005ad.png,"['眩暈', '頭暈', '保養']",頭部,頭暈
 頭暈、頭痛好難受？４大穴道速緩解,https://heho.com.tw/archives/192946,https://heho.com.tw/wp-content/uploads/2021/10/1634715416.7713.png,"['頭暈', '頭痛']",頭部,"頭暈,頭痛"
 揉按5穴位，改善偶發的頭暈目眩,https://heho.com.tw/archives/33412,https://heho.com.tw/wp-content/uploads/2018/12/頭暈目眩揉按3穴位有效解決.png,['頭暈目眩'],頭部,"頭暈,頭痛"
 穴道按摩有效緩解癌症治療副作用,https://heho.com.tw/archives/44559,https://heho.com.tw/wp-content/uploads/2019/04/按摩穴道有效減輕癌症副作用01.png,['癌症治療副作用'],,癌症治療副作用
 眼睛又乾又癢？ 常按護眼穴道改善乾眼症,https://heho.com.tw/archives/155529,https://heho.com.tw/wp-content/uploads/2021/01/1609321618.8966.png,"['眼睛', '護眼', '乾眼症']","臉部,眼睛",護眼
 眼睛乾癢又疲勞？眼周６穴道明目又護眼,https://heho.com.tw/archives/84486,https://heho.com.tw/wp-content/uploads/2020/05/4173142e20b6d6ce375f2273fd3453de.png,"['眼睛乾癢', '眼', '明目', '護眼']","臉部,眼睛",護眼
Title,Link,Image,Tag,,
